Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Copies	Source	Entry Date	OCLC	Work id
5015666	La Danse de la réalité	1	Jodorowsky, Alessandro				Albin Michel (2002), Broché	2002		4			La Danse de la réalité par Alessandro Jodorowsky (2002)							408							Your library	French	French	PQ7298.2.O3Z464	[2226132031]	2226132031, 9782226132031		158	Applied psychology > Philosophy and Psychology > Psychology	1	Amazon.fr	[2006-07-25]		248188
5015693	De bons présages	1	Pratchett, Terry				Editions 84 (1999), Poche	1999		4			De bons présages par Terry Pratchett (1999)	439 p.; 7.09 inches	0.51 livres (poids)	7.09 pouces	0.79 pouces	4.33 pouces	7.09 x 4.33 x 0.79 inches	439							Your library	French	German	PR6057.A319G6	[2277238929]	2277238929, 9782277238928	End of the world > Fiction|Fantasy fiction|Good and evil > Fiction|Heaven > Fiction|Hell > Fiction|Humorous fiction|Prophecies > Fiction|Witches > Fiction|Witches > fiction|fantasy fiction|humorous fiction	813	American Fiction > American literature > Literature	1	Amazon.fr	[2006-07-25]		5794
5015695	De la conversation	1	Zeldin, Theodore				Fayard (1999), Relié	1999		4			De la conversation par Theodore Zeldin (1999)	134 p.; 6.38 inches	0.53 livres (poids)	6.38 pouces	0.71 pouces	4.8 pouces	6.38 x 4.8 x 0.71 inches	134							Your library	French	French	P95.45.Z45	[2213603863]	2213603863, 9782213603865	Conversation|Oral communication	302.346	Social Interaction > Social Sciences  > Social Sciences, Sociology, Anthropology > Social interaction in primary groups > Social interaction within groups	1	Amazon.fr	[2006-07-25]		507398
5015698	Les derniers jours d'Emmanuel Kant	1	Quincey, Thomas De				Mille et une nuits (1997), Edition: Texte intégral, Poche	1997		4			Les derniers jours d'Emmanuel Kant par Thomas De Quincey (1997)							93							Your library	French	French		[2842050606]	2842050606, 9782842050603		823.7	Early 19th century 1800-37 > English fiction > English literature > Literature	1	Amazon.fr	[2006-07-25]		1423211
5015699	DES Anges Mineurs	1	Volodine, Antoine				Seuil (1999), Relié	1999		4			DES Anges Mineurs par Antoine Volodine (1999)	219 p.; 8.03 inches	0.49 livres (poids)	8.03 pouces	0.79 pouces	5.51 pouces	8.03 x 5.51 x 0.79 inches	219							Your library	French	French	PQ2682.O436 D4713	[2020374781]	2020374781, 9782020374781		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-07-25]		1189024
5015701	Dialogues	1	Deleuze/Parnet				Flammarion (1999), Poche	1999		4			Dialogues par Deleuze/Parnet (1999)	187 p.; 6.69 inches	0.4 livres (poids)	6.69 pouces	0.55 pouces	4.25 pouces	6.69 x 4.25 x 0.55 inches	187							Your library	French	French	AC25.D4213	[2080813439]	2080813439, 9782080813435		084.1	French Anthologies > Information > Quotations	1	Amazon.fr	[2006-07-25]		601661
5015705	Dialogues de bêtes	1	Colette, Sidonie-Gabrielle				Gallimard (1975), Poche	1975		4			Dialogues de bêtes par Sidonie-Gabrielle Colette (1975)	189 p.; 6.69 inches	0.26 livres (poids)	6.69 pouces	0.63 pouces	4.25 pouces	6.69 x 4.25 x 0.63 inches	189							Your library	French	French	PQ2605.O28D5	[2070367010]	2070367010, 9782070367016		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-07-25]		8193568
5015707	Dictionnaire de l'Antiquité : Mythologie, littérature, civilisation	1	Howatson, M. C.				Robert Laffont (1998), Poche	1998		4			Dictionnaire de l'Antiquité : Mythologie, littérature, civilisation par M. C. Howatson (1998)	1066 p.; 7.8 inches	1.19 livres (poids)	7.8 pouces	0.94 pouces	5.28 pouces	7.8 x 5.28 x 0.94 inches	1066							Your library	French	French		[2221068009]	2221068009, 9782221068007		930.03	Ancient History > Ancient World > History and Geography	1	Amazon.fr	[2006-07-25]		107098
5015710	Le Doigt et la Lune : Histoires zen	1	Jodorowsky, Alexandro				Albin Michel (1997), Broché	1997		4			Le Doigt et la Lune : Histoires zen par Alexandro Jodorowsky (1997)	229 p.; 7.32 inches	0.4 livres (poids)	7.32 pouces	0.63 pouces	4.25 pouces	7.32 x 4.25 x 0.63 inches	229							Your library	French	French		[2226092900]	2226092900, 9782226092908		294.3927	Buddhism > Buddhism - guides  > Mahayana Buddhism  > Other religions > Religion  > Religions of Indic origin > Zen Buddhism	1	Amazon.fr	[2006-07-25]		6751409
5015712	La Douane de mer	1	Ormesson, Jean d'				Gallimard (1994), Broché	1994		4			La Douane de mer par Jean d' Ormesson (1994)	552 p.; 8.03 inches	1.23 livres (poids)	8.03 pouces	1.42 pouces	5.43 pouces	8.03 x 5.43 x 1.42 inches	552							Your library	French	French	PQ2629.R58D68	[2070735931]	2070735931, 9782070735938		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-07-25]		1011895
5015716	Ecrivains : 550 photographies de Sophie Bassouls	1	Bassous, Sophie				Flammarion (2001), Broché	2001		4			Ecrivains : 550 photographies de Sophie Bassouls par Sophie Bassous (2001)	504 p.; 8.27 inches	2.25 livres (poids)	8.27 pouces	1.18 pouces	5.91 pouces	8.27 x 5.91 x 1.18 inches	504							Your library	French	French		[2082004953]	2082004953, 9782082004954		779	Arts And Leisure > Collections of Photographs > Photography	1	Amazon.fr	[2006-07-25]		1281979
5015718	Encyclopædia inutilis	1	Tellier, Hervé Le				Castor Astral (2002), Broché	2002		4			Encyclopædia inutilis par Hervé Le Tellier (2002)	137 p.; 7.32 inches	0.31 livres (poids)	7.32 pouces	0.63 pouces	4.65 pouces	7.32 x 4.65 x 0.63 inches	137							Your library	French	French		[2859204768]	2859204768, 9782859204761		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-07-25]		1281980
5015719	L'enfant du jeudi noir	1	Jodorowsky, Alexandro				Métailié (2000), Broché	2000		4			L'enfant du jeudi noir par Alexandro Jodorowsky (2000)	232 p.; 8.35 inches	0.53 livres (poids)	8.35 pouces	0.63 pouces	5.51 pouces	8.35 x 5.51 x 0.63 inches	232							Your library	French	Spanish	PQ7298.2.O3N5	[286424344X]	286424344X, 9782864243441		863.64	Early 20th Century (1901-) > Literature > Spanish and Portuguese Literature > Spanish fiction	1	Amazon.fr	[2006-07-25]		1951900
5015723	Enquêtes	1	Borges, Jorge Luis				Gallimard (1992), Poche	1992		4			Enquêtes par Jorge Luis Borges (1992)	345 p.; 6.93 inches	0.31 livres (poids)	6.93 pouces	0.63 pouces	4.33 pouces	6.93 x 4.33 x 0.63 inches	345							Your library	French	French		[2070327043]	2070327043, 9782070327041		809	By Topic > Literature > Specific Topics in Literary Theory	1	Amazon.fr	[2006-07-25]		1394063
5015724	Equipe la coupe du monde 1930-1998 (coffret 2 vol)	1	Collectif				Calmann-Lévy (1998), Reliure inconnue	1998		4			Equipe la coupe du monde 1930-1998 (coffret 2 vol) par Collectif (1998)														Your library	French	French		[2702127800]	2702127800, 9782702127803				1	Amazon.fr	[2006-07-25]		1281983
5015726	Essais sur le bouddhisme zen, séries I, II, III	1	Suzuki, Daisetz Teitaro				Albin Michel (2003), Poche	2003		4			Essais sur le bouddhisme zen, séries I, II, III par Daisetz Teitaro Suzuki (2003)	1248 p.; 6.85 inches	1.63 livres (poids)	6.85 pouces	1.81 pouces	4.33 pouces	6.85 x 4.33 x 1.81 inches	1248							Your library	French	French	BQ9265.4	[2226138668]	2226138668, 9782226138668	Zen Buddhism	294.3	Buddhism > Other religions > Religion  > Religions of Indic origin	1	Amazon.fr	[2006-07-25]		1281984
5015729	Les Etoiles de Compostelle	1	Vincenot, Henri				Gallimard (1987), Poche	1987		4			Les Etoiles de Compostelle par Henri Vincenot (1987)	346 p.; 7.01 inches	0.4 livres (poids)	7.01 pouces	0.63 pouces	4.02 pouces	7.01 x 4.02 x 0.63 inches	346							Your library	French	French	PQ2643.I534E7	[2070378764]	2070378764, 9782070378760		843	French fiction > French literature > Literature	1	Amazon.fr	[2006-07-25]		1281985
5015730	Faites vous-même votre malheur	1	Watzlawick, Paul				Seuil (1990), Relié	1990		4			Faites vous-même votre malheur par Paul Watzlawick (1990)	119 p.; 8.11 inches	0.4 livres (poids)	8.11 pouces	0.47 pouces	4.88 pouces	8.11 x 4.88 x 0.47 inches	119							Your library	French	German	BF637.C5W38	[2020129418]	2020129418, 9782020129411	Conduct of life > Humor|Double bind (Psychology) > Humor|Happiness > Humor	158.1	Applied psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology	1	Amazon.fr	[2006-07-25]		214960
5015732	Fiskadoro	1	Johnson, Denis				Editions 10/18 (2001), Poche	2001		4			Fiskadoro par Denis Johnson (2001)	252 p.; 7.09 inches	0.38 livres (poids)	7.09 pouces	0.79 pouces	4.33 pouces	7.09 x 4.33 x 0.79 inches	252							Your library	French	French	PS3560.O3745F5	[2264030518]	2264030518, 9782264030511	Allegories|Fantastic fiction|United States > Fiction|United States > Social life and customs > Fiction|fantastic fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-07-25]		282762
5015734	Les Fleurs du Mal	1	Baudelaire, Charles				LGF - Livre de Poche (1972), Poche	1972		4			Les Fleurs du Mal par Charles Baudelaire (1972)	374 p.; 7.01 inches	0.44 livres (poids)	7.01 pouces	0.71 pouces	4.33 pouces	7.01 x 4.33 x 0.71 inches	374							Your library	French	French	PQ2191.F6	[2253007102]	2253007102, 9782253007104	Baudelaire, Charles, 1821-1867 > Translations into English	841.8	French literature > French poetry > Later 19th century, 1848-1900 > Literature	1	Amazon.fr	[2006-07-25]		89278
5015737	Le Fleuve caché,: Poésies 1938-1961. Accents. Le Témoin invisible. Jours pétrifiés. Monsieur, Monsieur. Une Vo	1	Tardieu, Jean				Gallimard (1968), Broché	1968		4			Le Fleuve caché,: Poésies 1938-1961.  Accents.  Le Témoin invisible.  Jours pétrifiés.  Monsieur, Monsieur.  Une Voix sans personne.  Histoires obscures by Jean Tardieu (1968)	251 p.; 6.69 inches	0.49 livres (poids)	6.69 pouces	0.71 pouces	4.25 pouces	6.69 x 4.25 x 0.71 inches	251							Your library	French	French		[2070302687]	2070302687, 9782070302680		841.91	Early 20th Century 1901- > French literature > French poetry > Literature	1	Amazon.fr	[2006-07-25]		258194
5015765	La folie, histoire et dictionnaire	1	Thuillier, Docteur Jean				Robert Laffont (1999), Poche	1999		4			La folie, histoire et dictionnaire par Docteur Jean Thuillier (1999)	814 p.; 7.56 inches	1.01 livres (poids)	7.56 pouces	0.94 pouces	5.28 pouces	7.56 x 5.28 x 0.94 inches	814							Your library	French	French		[2221064267]	2221064267, 9782221064269		616.89	Diseases of nervous system > Medicine > Pathology; Diseases; Treatment  > Technology	1	Amazon.fr	[2006-07-25]		6648852
5015767	Le Fou	1	Gibran, Khalil				Mille et une nuits (1997), Poche	1997		4			Le Fou par Khalil Gibran (1997)	63 p.; 5.59 inches	0.13 livres (poids)	5.59 pouces	0.31 pouces	4.09 pouces	5.59 x 4.09 x 0.31 inches	63							Your library	French	Spanish	PS3513.I25M3	[2842050932]	2842050932, 9782842050931	Mysticism > Poetry|Parables	811.52	1900-1949 > 20th Century > American Poetry > American literature > Literature	1	Amazon.fr	[2006-07-25]		371235
5015769	Fuck	1	Chalumeau-l				Le Livre de Poche (1998), Poche	1998		4			Fuck par Chalumeau-l (1998)														Your library	French	French		[2253065579]	2253065579, 9782253065579		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-07-25]		1281993
5015772	Getting Things Done: The Art of Stress-Free Productivity	1	Allen, David				Penguin Books (2001), Edition: Reprint, Broché	2001		4			Getting Things Done: The Art of Stress-Free Productivity par David Allen (2001)	267 p.	2.2 livres (poids)	5.32 pouces	8 pouces	0.63 pouces	5.32 x 0.63 x 8 inches	267							Your library	French	German	BF637.T5A45	[0142000280]	0142000280, 9780142000281	Audiobooks|Budgets temps|Gestion de soi|Self-management (Psychology)|Time Management|Time management	646.7	Clothing, Fashion, and Relationships > Home Economics > Relationships > Technology	1	Amazon.fr	[2006-07-25]		1844807
5015774	Le Go aux sources de l'avenir	1	Reysset, Pascal				Chiron (1992), Broché	1992		4			Le Go aux sources de l'avenir par Pascal Reysset (1992)							188							Your library	French	French		[2702704697]	2702704697, 9782702704691				1	Amazon.fr	[2006-07-25]		1281995
5015776	Golf, préparation mentale. Préparation spécifique et exercices pratiques	1	Girod, Anthony				Amphora (2001), Broché	2001		4			Golf, préparation mentale. Préparation spécifique et exercices pratiques par Anthony Girod (2001)	160 p.; 7.48 inches	0.57 livres (poids)	7.48 pouces	0.47 pouces	5.51 pouces	7.48 x 5.51 x 0.47 inches	160							Your library	French	French		[285180569X]	285180569X, 9782851805690				1	Amazon.fr	[2006-07-25]		1281996
5015777	Grande kyrielle du Sentiment des Choses	1	Roubaud, Jacques				Nous (2003), Broché	2003		4			Grande kyrielle du Sentiment des Choses par Jacques Roubaud (2003)	58 p.; 7.72 inches	0.31 livres (poids)	7.72 pouces	0.24 pouces	5.75 pouces	7.72 x 5.75 x 0.24 inches	58							Your library	French	French		[2913549136]	2913549136, 9782913549135				1	Amazon.fr	[2006-07-25]		1281997
5015780	Le guide des échecs	1	Giffard, Nicolas				Robert Laffont (1993), Poche	1993		4			Le guide des échecs par Nicolas Giffard (1993)	1591 p.; 7.72 inches	1.81 livres (poids)	7.72 pouces	1.5 pouces	5.28 pouces	7.72 x 5.28 x 1.5 inches	1591							Your library	French	French		[2221059131]	2221059131, 9782221059135		794.1	Amusements and Recreation > Arts And Leisure > Chess > Games Of Skill	1	Amazon.fr	[2006-07-25]		1023275
5015781	Hagakure : Le Livre secret des samouraïs	1	Yamamoto, Josho				Guy Trédaniel (1999), Broché	1999		4			Hagakure : Le Livre secret des samouraïs par Josho Yamamoto (1999)	110 p.; 8.03 inches	0.49 livres (poids)	8.03 pouces	0.47 pouces	5.67 pouces	8.03 x 5.67 x 0.47 inches	110							Your library	French	Japanese	BJ971.B8Y33213	[2857071442]	2857071442, 9782857071440	Bushido|Bushido > Early works to 1800|Saga-han (Japan)|Samurai > Conduct of life	796	Amusements and Recreation > Arts And Leisure > Sports and Athletics	1	Amazon.fr	[2006-07-25]		47299
5015783	Héliogabale, ou, L'anarchiste couronné	1	Artaud, Antonin				Gallimard (1979), Poche	1979		4			Héliogabale, ou, L'anarchiste couronné par Antonin Artaud (1979)	154 p.; 7.17 inches	0.4 livres (poids)	7.17 pouces	0.39 pouces	4.88 pouces	7.17 x 4.88 x 0.39 inches	154							Your library	French	French	PQ2601.R677H413	[2070284727]	2070284727, 9782070284726		813	American Fiction > American literature > Literature	1	Amazon.fr	[2006-07-25]		646306
5015785	Hamlet - Othello - Macbeth	1	Shakespeare, William				LGF - Livre de Poche (1972), Poche	1972		4			Hamlet - Othello - Macbeth par William Shakespeare (1972)	400 p.; 7.01 inches	0.53 livres (poids)	7.01 pouces	0.79 pouces	4.33 pouces	7.01 x 4.33 x 0.79 inches	400							Your library	French	French		[2253017191]	2253017191, 9782253017196				1	Amazon.fr	[2006-07-25]		997731
5015788	Her-Bak "Pois Chiche" - Visage vivant de l'ancienne Egypte	1	Lubicz, Schwaller de				Flammarion (1993), Poche	1993		4			Her-Bak "Pois Chiche" - Visage vivant de l'ancienne Egypte par Schwaller de Lubicz (1993)	404 p.; 6.69 inches	0.62 livres (poids)	6.69 pouces	0.79 pouces	4.25 pouces	6.69 x 4.25 x 0.79 inches	404							Your library	French	French	PZ3.S39855PQ3979.S37He	[2080811029]	2080811029, 9782080811028		932.8	Ancient Egypt > Ancient World > History and Geography	1	Amazon.fr	[2006-07-25]		9915882
5015790	Histoires comme si...	1	Klein-G				Le Livre de Poche (1997), Reliure inconnue	1997		4			Histoires comme si... par Klein-G (1997)		1.7 livres (poids)												Your library	French	French		[2253047201]	2253047201, 9782253047209				1	Amazon.fr	[2006-07-25]		1810778
5015792	Histoires extraordinaires	1	Poe, Edgar Allan				LGF - Livre de Poche (1972), Poche	1972		4			Histoires extraordinaires par Edgar Allan Poe (1972)	285 p.; 6.93 inches	0.35 livres (poids)	6.93 pouces	0.63 pouces	4.33 pouces	6.93 x 4.33 x 0.63 inches	285							Your library	French	French	PS2604.S63	[2253006920]	2253006920, 9782253006923		818	American literature > Authors, American and American Miscellany  > Literature	1	Amazon.fr	[2006-07-25]		234765
5015795	H. P. Lovecraft : Contre le monde, contre la vie	1	Houellebecq, Michel				J'ai lu (1999), Poche	1999		4			H. P. Lovecraft : Contre le monde, contre la vie par Michel Houellebecq (1999)	153 p.; 6.85 inches	0.18 livres (poids)	6.85 pouces	0.24 pouces	4.02 pouces	6.85 x 4.02 x 0.24 inches	153							Your library	French	French	PS3523.O833 Z66813	[2290053864]	2290053864, 9782290053867		810	American > American literature > Literature	1	Amazon.fr	[2006-07-25]		6039985
5015797	I Need More	1	Pop, Iggy				Serpent à plumes (2001), Broché	2001		4			I Need More par Iggy Pop (2001)	176 p.; 6.69 inches	0.31 livres (poids)	6.69 pouces	0.47 pouces	4.33 pouces	6.69 x 4.33 x 0.47 inches	176							Your library	French	French	ML420.P83A3	[2842612078]	2842612078, 9782842612078	Punk rock musicians > United States > Biography	782.42166092	Arts And Leisure > Folk songs and traditional children's songs > Music > Vocal	1	Amazon.fr	[2006-07-25]		536028
5015798	Instant propice, 1855	1	Ourednik, Patrik				Allia (2006), Poche	2006		4			Instant propice, 1855 par Patrik Ourednik (2006)	158 p.; 6.69 inches	0.31 livres (poids)	6.69 pouces	0.47 pouces	4.02 pouces	6.69 x 4.02 x 0.47 inches	158							Your library	French	French	PG5039.25.U74P7513	[2844852122]	2844852122, 9782844852120		891.86354	Czechoslovakia and Poland > Literature > Literature of other Indo-European languages > Literature of other languages 	1	Amazon.fr	[2006-07-25]		9006993
5015799	Introduction à l'algorithmique	1	Cormen, Thomas				Dunod (1996), Broché	1996		4			Introduction à l'algorithmique par Thomas Cormen (1996)	1017 p.; 9.45 inches	3.84 livres (poids)	9.45 pouces	1.97 pouces	7.09 pouces	9.45 x 7.09 x 1.97 inches	1017							Your library	French	French	QA76.6.C662	[2100031287]	2100031287, 9782100031283	COMPUTER PROGRAMMING|Computer algorithms|Computer programming	005.1	Computer Software > Computing And Information > Information > Programming	1	Amazon.fr	[2006-07-25]		13005
5015801	Invitation aux mathématiques de Fermat-Wiles, avec exercices et problèmes résolus	1	Hellegouarch				Dunod (2001), Broché	2001		4			Invitation aux mathématiques de Fermat-Wiles, avec exercices et problèmes résolus par Hellegouarch (2001)	384 p.; 9.13 inches	1.98 livres (poids)	9.13 pouces	0.87 pouces	6.61 pouces	9.13 x 6.61 x 0.87 inches	384							Your library	French	French		[2100055089]	2100055089, 9782100055081		512.74	Algebra > Involution and evolution > Mathematics > Mathematics And Science	1	Amazon.fr	[2006-07-25]		1282005
5015803	Jeu de société	1	Lodge, David				Rivages (1991), Poche	1991		4			Jeu de société par David Lodge (1991)	412 p.; 6.38 inches	0.53 livres (poids)	6.38 pouces	1.1 pouces	4.33 pouces	6.38 x 4.33 x 1.1 inches	412							Your library	French	French	PR6062.O36N5	[2869304560]	2869304560, 9782869304567	Directors of corporations > Fiction|Humorous stories|Lecturers > Fiction	823.914	1945-1999 > 20th Century > English fiction > English literature > Literature > Modern Period	1	Amazon.fr	[2006-07-25]		18854
5015832	Le jeu du tao : Comment devenir le héros de sa propre légende	1	Levallois, Patrice				Albin Michel (2004), Broché	2004		4			Le jeu du tao : Comment devenir le héros de sa propre légende par Patrice Levallois (2004)	367 p.; 8.98 inches	2.38 livres (poids)	8.98 pouces	1.1 pouces	6.69 pouces	8.98 x 6.69 x 1.1 inches	367							Your library	French	French		[2226151583]	2226151583, 9782226151582		158	Applied psychology > Philosophy and Psychology > Psychology	1	Amazon.fr	[2006-07-25]		998325
5015835	Le Joueur d'échecs	1	Zweig, Stefan				LGF - Livre de Poche (1991), Poche	1991		4			Le Joueur d'échecs par Stefan Zweig (1991)	94 p.; 7.01 inches	0.13 livres (poids)	7.01 pouces	0.31 pouces	4.25 pouces	7.01 x 4.25 x 0.31 inches	94							Your library	French	German	PT2653.W42S3513	[2253057843]	2253057843, 9782253057840	German language > Readers	833.912	20th century, 1901- > Early 20th Century 1901- > German fiction > German fiction--1900-1945 > German literature > Literature	1	Amazon.fr	[2006-07-25]		168783
5015836	Jérôme Bosch, environ 1450-1516	1	Bosing, Walter				Taschen (2003), Broché	2003		4			Jérôme Bosch, environ 1450-1516 par Walter Bosing (2003)	96 p.; 11.81 inches	1.1 livres (poids)	11.81 pouces	0.39 pouces	9.06 pouces	11.81 x 9.06 x 0.39 inches	96							Your library	French	German	ND653.B65P42	[382280116X]	382280116X, 9783822801161	Allegories|Bosch, Hieronymus, d. 1516 > Criticism and interpretation|Painters > Netherlands > Biography	709	Arts And Leisure > General Art > History of Art	1	Amazon.fr	[2006-07-25]		15607
5015841	L'Ane d'or ou Les métamorphoses	1	Apulée				Gallimard (1975), Poche	1975		4			L'Ane d'or ou Les métamorphoses par Apulée (1975)	308 p.; 6.69 inches	0.44 livres (poids)	6.69 pouces	0.71 pouces	4.25 pouces	6.69 x 4.25 x 0.71 inches	308							Your library	French	Dutch	PA6209.M3A4	[2070366294]	2070366294, 9782070366293	Fantasy fiction|Latin fiction > Translations into English|Metamorphosis > Fiction|Mythology, Classical > Fiction|fantasy fiction	873.01	Epic poetry, Latin > Latin literature > Literature	1	Amazon.fr	[2006-07-25]		11781
5015844	Lanzarote et autres textes	1	Houellebecq, Michel				J'ai lu (2002), Edition: Texte intégral, Poche	2002		4			Lanzarote et autres textes par Michel Houellebecq (2002)	90 p.; 8.15 inches	0.2 livres (poids)	8.15 pouces	0.47 pouces	5.08 pouces	8.15 x 5.08 x 0.47 inches	90							Your library	French	French	PQ2668.O77 L36	[2290316687]	2290316687, 9782290316689	Humorous stories|Lanzarote (Canary Islands) > Fiction|Lanzarote (Canary Islands) > Pictorial works|Tourists > Canary Islands > Lanzarote > Fiction	813	American Fiction > American literature > Literature	1	Amazon.fr	[2006-07-25]		6215879
5015846	L'arbre du dieu pendu	1	Jodorowsky, Alexandro				Métailié (1996), Broché	1996		4			L'arbre du dieu pendu par Alexandro Jodorowsky (1996)	382 p.; 8.19 inches	0.88 livres (poids)	8.19 pouces	1.02 pouces	5.51 pouces	8.19 x 5.51 x 1.02 inches	382							Your library	French	French		[2864242176]	2864242176, 9782864242178		863	Literature > Spanish and Portuguese Literature > Spanish fiction	1	Amazon.fr	[2006-07-25]		1282011
5015850	L'Art du voyage	1	Botton, Alain de				Mercure de France (2003), Broché	2003		4			L'Art du voyage par Alain de Botton (2003)	299 p.; 8.27 inches	1 livres	8.27 pouces	0.79 pouces	5.51 pouces	8.27 x 5.51 x 0.79 inches	299							Your library	French	German	G151.D4	[2715223196]	2715223196, 9782715223196	Travel > Philosophy|Voyages and travels > Miscellanea|Voyages and travels > Philosophy	910.01	Geography and Travels  > Geography, Voyages and Travel > History and Geography > Philosophy and theory of geography and travel	1	Amazon.fr	[2006-07-25]		12268
5015852	L'étoile de Ratner	1	DeLillo, Don				Actes Sud (1999), Broché	1999		4			L'étoile de Ratner par Don DeLillo (1999)	579 p.; 8.58 inches	1.41 livres (poids)	8.58 pouces	1.34 pouces	4.33 pouces	8.58 x 4.33 x 1.34 inches	579							Your library	French	French	PZ4.D346Rat 	[2742707581]	2742707581, 9782742707584	Life on other planets > Fiction|Teenagers > Fiction	813.54	20th Century > American Fiction > American literature > Later 20th Century 1945- > Literature	1	Amazon.fr	[2006-07-25]		971285
5015854	L'aurore de l'humanité t1 : et le singe devint con	1	Cavanna-F				Le Livre de Poche (1997), Poche	1997		4			L'aurore de l'humanité t1 : et le singe devint con par Cavanna-F (1997)							320							Your library	French	French		[2253038881]	2253038881, 9782253038887				1	Amazon.fr	[2006-07-25]		7892075
5015858	L'Aurore de l'Humanité, tome 2 : Le Con se surpasse	1	Cavanna				LGF - Livre de Poche (1999), Poche	1999		4			L'Aurore de l'Humanité, tome 2 : Le Con se surpasse par Cavanna (1999)							284							Your library	French	French		[225304489X]	225304489X, 9782253044895		848	Authors, French and French miscellany > French literature > Literature	1	Amazon.fr	[2006-07-25]		1282017
5015860	L'entraînement de l'esprit et l'apprentissage de la bienveillance	1	Trungpa				Seuil (1998), Poche	1998		4			L'entraînement de l'esprit et l'apprentissage de la bienveillance par Trungpa (1998)	238 p.; 6.77 inches	0.26 livres (poids)	6.77 pouces	0.47 pouces	4.25 pouces	6.77 x 4.25 x 0.47 inches	238							Your library	French	French	BQ4398.5.T78	[2020225913]	2020225913, 9782020225915	Bodhicitta (Buddhism)|Self-control > Buddhism|Self-control > Religious aspects > Buddhism|Ye-�ses-rdo-rje, �Chad-kha-ba. Theg pa chen po�i gdams �nag blo sbyo�n don bdun ma�i rtsa ba	294.3444	Buddhism > Buddhism - practice > Meditation > Other religions > Religion  > Religions of Indic origin	1	Amazon.fr	[2006-07-25]		6138
5015861	L'Etranger	1	Camus, Albert				Gallimard (1972), Edition: New Ed, Poche	1972		4			L'Etranger par Albert Camus (1972)	185 p.; 7.32 inches	0.27 livres (poids)	7.32 pouces	0.48 pouces	4.04 pouces	7.32 x 4.04 x 0.48 inches	185							Your library	French	French	PQ2605.A3734E813	[2070360024]	2070360024, 9782070360024	Adventure stories|Algeria > Fiction|Camus, Albert, 1913-1960. Etranger|French > Algeria > Fiction|French fiction|Murder > Fiction|Murder > fiction|adventure stories	843.914	Early 20th Century 1901- > French fiction > French literature > Literature	1	Amazon.fr	[2006-07-25]		2150
5015863	Lettres à l'opinion éclairée	1	Miller, Jacques-Alain				Seuil (2002), Poche	2002		4			Lettres à l'opinion éclairée par Jacques-Alain Miller (2002)	228 p.; 7.8 inches	0.71 livres (poids)	7.8 pouces	0.79 pouces	4.65 pouces	7.8 x 4.65 x 0.79 inches	228							Your library	French	French		[2020533588]	2020533588, 9782020533584				1	Amazon.fr	[2006-07-25]		1282019
5015866	L'Exilé du ciel	1	Li, Po				Serpent à plumes (2004), Poche	2004		4			L'Exilé du ciel par Po Li (2004)	113 p.; 6.61 inches	0.13 livres (poids)	6.61 pouces	0.39 pouces	4.33 pouces	6.61 x 4.33 x 0.39 inches	113							Your library	French	French		[284261495X]	284261495X, 9782842614959				1	Amazon.fr	[2006-07-25]		6064690
5015870	L'Histoire sans fin	1	Ende, Michael				LGF - Livre de Poche (1985), Poche	1985		4			L'Histoire sans fin par Michael Ende (1985)	497 p.; 7.09 inches	0.53 livres (poids)	7.09 pouces	0.79 pouces	4.33 pouces	7.09 x 4.33 x 0.79 inches	497							Your library	French	German	PZ7.E6964Ne	[225303598X]	225303598X, 9782253035985	Fantasy|Large Type Books|Large type books|fantasy	833.914	20th century, 1901- > Early 20th Century 1901- > German fiction > German fiction--1945-1990 > German literature > Literature	1	Amazon.fr	[2006-07-25]		1174144
5015872	L'homme symbiotique	1	Rosnay, Joël de				Seuil (1998), Broché	1998		4			L'homme symbiotique par Joël de Rosnay (1998)	349 p.; 9.13 inches	1.06 livres (poids)	9.13 pouces	0.94 pouces	5.91 pouces	9.13 x 5.91 x 0.94 inches	349							Your library	French	French	GF50.R69	[2020217147]	2020217147, 9782020217149	Human ecology > Forecasting|Twenty-first century > Forecasts	303.49	Social Processes > Social Sciences  > Social Sciences, Sociology, Anthropology > Social change > Social forecasts	1	Amazon.fr	[2006-07-25]		636133
